-0.2905  	0.20110  	-0.3029  	-1.5836  	-0.8823  	-0.8212  	0.49477  	0.61897  	0.40211  	1.03479  	1.28531  	-0.1084  	0.04019  	-0.6387  	0.59933  	0.60500  	-0.2108  	-0.3126  	-0.0241  	-0.6185  	0.49820  	0.56208  	0.28563  	-0.1810  	0.27627  	-0.3473  	0.62257  	-0.8481  	-0.0957  	0.31699  	0.01453  	-0.1169  	-0.2203  	0.12655  	0.29881  	-0.2599  	0.56844  	0.20776  	-0.5244  	0.21712  	-0.0306  	-0.0157  	-0.2512  	0.26035  	0.09364  	-0.0292  	0.01365  	-0.0305  	0.01772  	-0.0713  	-0.1294  	-0.0244  	-0.0247  	0.02447  	0.01345  	-0.0094  	-0.0278  	0.02277  	0.00528  	-0.0293  	0.04184  	0.05172  	-0.0186  	0.01492  	0.10059  	0.21882  	0.09179  	0.00267  	-0.0030  	0.95411  	
-0.2905  	0.20110  	-0.3029  	-1.5836  	-0.8823  	-0.8212  	0.49477  	0.61897  	0.40211  	1.03479  	1.28531  	-0.1084  	0.04019  	-0.6387  	0.59933  	0.60500  	-0.2108  	-0.3126  	-0.0241  	-0.6185  	0.49820  	0.56208  	0.28563  	-0.1810  	0.27627  	-0.3473  	0.62257  	-0.8481  	-0.0957  	0.31699  	0.01453  	-0.1169  	-0.2203  	0.12655  	0.29881  	-0.2599  	0.56844  	0.20776  	-0.5244  	0.21712  	-0.0306  	-0.0157  	-0.2512  	0.26035  	0.09364  	-0.0292  	0.01365  	-0.0305  	0.01772  	-0.0713  	-0.1294  	-0.0244  	-0.0247  	0.02447  	0.01345  	-0.0094  	-0.0278  	0.02277  	0.00528  	-0.0293  	0.04184  	0.05172  	-0.0186  	0.01492  	0.10283  	0.21580  	0.09464  	0.00415  	-0.0054  	0.95127  	
-0.2905  	0.20110  	-0.3029  	-1.5836  	-0.8823  	-0.8212  	0.49477  	0.61897  	0.40211  	1.03479  	1.28531  	-0.1084  	0.04019  	-0.6387  	0.59933  	0.60500  	-0.2108  	-0.3126  	-0.0241  	-0.6185  	0.49820  	0.56208  	0.28563  	-0.1810  	0.27627  	-0.3473  	0.62257  	-0.8481  	-0.0957  	0.31699  	0.01453  	-0.1169  	-0.2203  	0.12655  	0.29881  	-0.2599  	0.56844  	0.20776  	-0.5244  	0.21712  	-0.0306  	-0.0157  	-0.2512  	0.26035  	0.09364  	-0.0292  	0.01365  	-0.0305  	0.01772  	-0.0713  	-0.1294  	-0.0244  	-0.0247  	0.02447  	0.01345  	-0.0094  	-0.0278  	0.02277  	0.00528  	-0.0293  	0.04184  	0.05172  	-0.0186  	0.01492  	0.10428  	0.21303  	0.09673  	0.00561  	-0.0075  	0.94853  	
-0.2905  	0.20110  	-0.3029  	-1.5836  	-0.8823  	-0.8212  	0.49477  	0.61897  	0.40211  	1.03479  	1.28531  	-0.1084  	0.04019  	-0.6387  	0.59933  	0.60500  	-0.2108  	-0.3126  	-0.0241  	-0.6185  	0.49820  	0.56208  	0.28563  	-0.1810  	0.27627  	-0.3473  	0.62257  	-0.8481  	-0.0957  	0.31699  	0.01453  	-0.1169  	-0.2203  	0.12655  	0.29881  	-0.2599  	0.56844  	0.20776  	-0.5244  	0.21712  	-0.0306  	-0.0157  	-0.2512  	0.26035  	0.09364  	-0.0292  	0.01365  	-0.0305  	0.01772  	-0.0713  	-0.1294  	-0.0244  	-0.0247  	0.02447  	0.01345  	-0.0094  	-0.0278  	0.02277  	0.00528  	-0.0293  	0.04184  	0.05172  	-0.0186  	0.01492  	0.10491  	0.21052  	0.09805  	0.00705  	-0.0093  	0.94587  	
-0.2717  	0.19803  	-0.2696  	-1.4675  	-0.7375  	-0.7688  	0.51046  	0.57193  	0.35501  	1.08221  	1.09174  	-0.1473  	0.12634  	-0.5389  	0.60159  	0.58978  	-0.2339  	-0.2796  	-0.0259  	-0.5853  	0.35209  	0.57047  	0.17933  	-0.2018  	0.40010  	-0.3692  	0.61827  	-0.7299  	0.04906  	0.37441  	0.00014  	-0.1399  	-0.2302  	0.12239  	0.26572  	-0.2008  	0.44695  	0.13487  	-0.4808  	0.26146  	-0.0462  	0.00178  	-0.2534  	0.26890  	0.09583  	-0.0265  	0.00543  	-0.0148  	0.02589  	-0.0693  	-0.1150  	-0.0285  	-0.0279  	0.01581  	0.01273  	-0.0083  	-0.0247  	0.01964  	0.00566  	-0.0359  	0.03869  	0.05094  	-0.0154  	0.00647  	0.10475  	0.20825  	0.09861  	0.00846  	-0.0108  	0.94330  	
-0.2467  	0.15982  	-0.3351  	-1.3516  	-0.6873  	-0.7569  	0.53436  	0.56384  	0.33813  	1.10047  	0.95408  	-0.1895  	0.15599  	-0.4781  	0.69136  	0.46384  	-0.2274  	-0.2829  	-0.0374  	-0.6037  	0.26447  	0.61939  	0.16741  	-0.2155  	0.47163  	-0.3739  	0.63963  	-0.7072  	0.14585  	0.40321  	-0.0096  	-0.1574  	-0.2569  	0.12339  	0.25100  	-0.1696  	0.36731  	0.09538  	-0.4266  	0.30918  	-0.0719  	0.01603  	-0.2702  	0.27554  	0.10339  	-0.0290  	-0.0024  	-0.0076  	0.03155  	-0.0714  	-0.0976  	-0.0269  	-0.0263  	0.01081  	0.01219  	-0.0014  	-0.0212  	0.02147  	0.00728  	-0.0350  	0.03471  	0.05246  	-0.0138  	0.00959  	0.10378  	0.20624  	0.09840  	0.00985  	-0.0121  	0.94081  	
-0.2012  	0.24141  	-0.3952  	-1.1545  	-0.5368  	-0.7408  	0.56349  	0.56989  	0.34783  	1.07895  	0.68841  	-0.2769  	0.26221  	-0.3740  	0.89734  	0.42900  	-0.2200  	-0.2986  	-0.0416  	-0.6222  	0.13380  	0.69717  	0.10096  	-0.2985  	0.57721  	-0.3860  	0.68788  	-0.6448  	0.36176  	0.53238  	-0.0227  	-0.1838  	-0.2669  	0.14392  	0.20280  	-0.1657  	0.28640  	0.06257  	-0.3519  	0.32537  	-0.0822  	0.01633  	-0.2447  	0.27700  	0.10059  	-0.0173  	-0.0088  	0.00988  	0.05276  	-0.0856  	-0.1109  	-0.0278  	-0.0295  	0.00632  	0.02024  	0.00519  	-0.0284  	0.01438  	0.01262  	-0.0285  	0.03406  	0.05381  	-0.0242  	0.00588  	0.10201  	0.20448  	0.09742  	0.01121  	-0.0131  	0.93842  	
-0.3991  	0.17278  	-0.6348  	-0.8652  	-0.3398  	-1.0217  	0.48950  	0.53663  	0.32396  	1.18921  	0.73116  	-0.1953  	0.25236  	-0.1759  	1.01118  	0.30215  	-0.3181  	-0.3139  	-0.0899  	-0.5534  	0.06101  	0.69994  	-0.0270  	-0.1827  	0.58143  	-0.3729  	0.67630  	-0.6214  	0.35371  	0.56283  	0.01176  	-0.1821  	-0.2687  	0.15632  	0.33983  	-0.1990  	0.19562  	0.01472  	-0.4105  	0.35889  	-0.1507  	0.05242  	-0.3056  	0.23982  	0.09818  	-0.0309  	0.02116  	-0.0185  	0.03328  	-0.0761  	-0.1098  	-0.0317  	-0.0374  	0.00995  	0.00534  	-0.0054  	-0.0244  	0.02114  	0.00312  	-0.0312  	0.03636  	0.05037  	-0.0478  	0.00487  	0.09834  	0.20348  	0.09556  	0.01352  	-0.0139  	0.92094  	
-0.7759  	0.03079  	-0.8146  	-1.3296  	-0.5182  	-1.3285  	0.57279  	0.46234  	0.25067  	1.24454  	1.10731  	-0.0172  	0.11841  	-0.5783  	0.70475  	0.33152  	-0.2870  	-0.2199  	-0.0408  	-0.3847  	0.14137  	0.57538  	-0.0063  	-0.2078  	0.36537  	-0.3511  	0.48741  	-0.5251  	0.23248  	0.38028  	-0.0021  	-0.1999  	-0.2451  	0.11833  	0.28367  	-0.1217  	0.24432  	0.05434  	-0.4138  	0.39962  	-0.1174  	0.05068  	-0.3413  	0.24013  	0.10545  	-0.0328  	0.00769  	-0.0383  	0.00237  	-0.0735  	-0.1262  	-0.0099  	-0.0354  	0.00983  	0.02386  	-0.0354  	-0.0092  	0.01760  	0.00816  	-0.0277  	0.03980  	0.05771  	-0.0484  	0.00485  	0.09316  	0.20206  	0.09213  	0.01475  	-0.0142  	0.92163  	
-1.0013  	-0.0812  	-0.7497  	-1.7885  	-0.7201  	-1.3742  	0.52410  	0.31542  	0.28513  	1.26723  	1.24329  	-0.0737  	0.00448  	-0.9010  	0.26450  	0.41267  	-0.2735  	-0.1076  	-0.0265  	-0.3806  	0.11227  	0.49307  	0.08921  	-0.2737  	0.24666  	-0.3122  	0.35973  	-0.4353  	0.16706  	0.30842  	0.06826  	-0.1942  	-0.2244  	0.14835  	0.19754  	-0.1018  	0.27240  	0.08904  	-0.4303  	0.33462  	-0.0266  	0.02416  	-0.2967  	0.22749  	0.10820  	-0.0268  	0.01561  	-0.0402  	0.00309  	-0.0664  	-0.1163  	-0.0237  	-0.0422  	0.01796  	0.01136  	-0.0320  	-0.0093  	0.01921  	0.00090  	-0.0323  	0.04404  	0.05307  	-0.0321  	0.01612  	0.08994  	0.20050  	0.08835  	0.01585  	-0.0144  	0.93486  	
-0.8512  	-0.0181  	-0.6700  	-1.8635  	-0.8538  	-1.1600  	0.48292  	0.35129  	0.23492  	1.19139  	1.20192  	-0.1867  	-0.0077  	-0.9162  	0.29402  	0.34471  	-0.2563  	-0.1704  	-0.0179  	-0.4685  	0.11287  	0.52672  	0.14883  	-0.3093  	0.39188  	-0.3355  	0.44959  	-0.5170  	0.23758  	0.36406  	0.04675  	-0.1867  	-0.2970  	0.12383  	0.11519  	-0.0813  	0.29937  	0.09594  	-0.4177  	0.32555  	0.02434  	-0.0218  	-0.2771  	0.25359  	0.12332  	-0.0302  	0.01985  	-0.0535  	0.00052  	-0.0667  	-0.1085  	-0.0285  	-0.0446  	0.00716  	0.01108  	-0.0259  	-0.0096  	0.02015  	0.01052  	-0.0263  	0.03759  	0.03598  	-0.0165  	0.01262  	0.08745  	0.20004  	0.08534  	0.01667  	-0.0152  	0.95539  	
-0.5436  	0.08575  	-0.5260  	-1.4455  	-0.6848  	-0.9768  	0.43889  	0.48376  	0.26061  	1.10380  	0.94300  	-0.1202  	0.13324  	-0.8805  	0.62816  	0.38156  	-0.1279  	-0.3425  	0.03768  	-0.6862  	0.17343  	0.33044  	-0.1661  	-0.3317  	0.40453  	-0.2300  	0.44790  	-0.5519  	0.37728  	0.38873  	0.13239  	-0.2443  	-0.3660  	-0.0068  	0.03220  	-0.1318  	0.15880  	0.10397  	-0.5108  	0.25589  	0.09050  	0.09202  	-0.3503  	0.34992  	0.04358  	-0.0196  	0.00189  	-0.0030  	0.00473  	-0.0810  	-0.0938  	-0.0334  	-0.0360  	0.02388  	0.02436  	-0.0224  	-0.0085  	0.01193  	0.01567  	-0.0322  	0.03196  	0.03440  	-0.0308  	0.00972  	0.08565  	0.19913  	0.08317  	0.01788  	-0.0161  	0.98335  	
-0.7681  	0.06332  	-0.5104  	-1.7904  	-0.8686  	-1.0684  	0.39241  	0.40436  	0.21205  	1.20420  	1.15025  	-0.0893  	0.07646  	-1.1056  	0.24308  	0.35095  	-0.0781  	-0.4213  	0.10368  	-0.8668  	0.09690  	0.10240  	-0.3855  	-0.3695  	0.26963  	-0.1159  	0.32927  	-0.5265  	0.48822  	0.29977  	0.25491  	-0.2683  	-0.4280  	-0.1458  	-0.1229  	-0.0798  	0.04200  	0.07982  	-0.5699  	0.18450  	0.23406  	0.20267  	-0.4322  	0.42459  	-0.0062  	0.00714  	-0.0273  	0.01352  	-0.0200  	-0.0998  	-0.0982  	-0.0204  	-0.0243  	0.04159  	0.02799  	-0.0333  	-0.0211  	0.00158  	0.01513  	-0.0176  	0.05152  	0.03024  	-0.0489  	0.01945  	0.08406  	0.19763  	0.08218  	0.01814  	-0.0167  	1.01029  	
